CustomerID,ProductID,Week,DemandQty
C001,SKU12,2,90
C001,SKU12,3,102
C001,SKU12,4,114
C001,SKU12,5,132
C001,SKU12,6,132
C001,SKU12,7,108
C001,SKU12,8,108
C001,SKU12,9,96
C001,SKU12,10,90
C001,SKU13,1,78
C001,SKU13,2,78
C001,SKU13,3,72
C001,SKU13,4,78
C001,SKU13,5,90
C001,SKU13,6,90
C001,SKU13,7,108
C001,SKU13,8,108
C001,SKU13,9,90
C001,SKU13,10,84
C001,SKU14,1,96
C001,SKU14,2,96
C001,SKU14,3,108
C001,SKU14,4,102
C001,SKU14,5,84
C001,SKU14,6,78
C001,SKU14,7,84
C001,SKU14,8,72
C001,SKU14,9,78
C001,SKU14,10,90
C001,SKU15,1,54
C001,SKU15,2,54
C001,SKU15,3,48
C001,SKU15,4,48
C001,SKU15,5,54
C001,SKU15,6,54
C001,SKU15,7,60
C001,SKU15,8,66
C001,SKU15,9,66
C001,SKU15,10,54
C001,SKU16,1,54
C001,SKU16,2,48
C001,SKU16,3,42
C001,SKU16,4,48
C001,SKU16,5,48
C001,SKU16,6,48
C001,SKU16,7,60
C001,SKU16,8,60
C001,SKU16,9,60
C001,SKU16,10,54
C001,SKU17,1,48
C001,SKU17,2,48
C001,SKU17,3,42
C001,SKU17,4,48
C001,SKU17,5,48
C001,SKU17,6,60
C001,SKU17,7,66
C001,SKU17,8,54
C001,SKU17,9,60
C001,SKU17,10,54
C001,SKU18,1,54
C001,SKU18,2,48
C001,SKU18,3,42
C001,SKU18,4,48
C001,SKU18,5,48
C001,SKU18,6,48
C001,SKU18,7,48
C001,SKU18,8,54
C001,SKU18,9,60
C001,SKU18,10,60
C001,SKU19,1,60
C001,SKU19,2,60
C001,SKU19,3,54
C001,SKU19,4,60
C001,SKU19,5,66
C001,SKU19,6,54
C001,SKU19,7,42
C001,SKU19,8,42
C001,SKU19,9,48
C001,SKU19,10,42
C001,SKU20,1,42
C001,SKU20,2,48
C001,SKU20,3,54
C001,SKU20,4,48
C001,SKU20,5,48
C001,SKU20,6,42
C001,SKU20,7,36
C001,SKU20,8,42
C001,SKU20,9,36
C001,SKU20,10,42
C002,SKU01,1,162
C002,SKU01,2,138
C002,SKU01,3,132
C002,SKU01,4,120
C002,SKU01,5,114
C002,SKU01,6,132
C002,SKU01,7,126
C002,SKU01,8,150
C002,SKU01,9,156
C002,SKU01,10,168
C002,SKU02,1,132
C002,SKU02,2,144
C002,SKU02,3,144
C002,SKU02,4,156
C002,SKU02,5,138
C002,SKU02,6,120
C002,SKU02,7,126
C002,SKU02,8,108
C002,SKU02,9,126
C002,SKU02,10,132
C002,SKU03,1,168
C002,SKU03,2,144
C002,SKU03,3,162
C002,SKU03,4,132
C002,SKU03,5,138
C002,SKU03,6,138
C002,SKU03,7,144
C002,SKU03,8,144
C002,SKU03,9,156
C002,SKU03,10,180
C002,SKU04,1,114
C002,SKU04,2,114
C002,SKU04,3,114
C002,SKU04,4,114
C002,SKU04,5,114
C002,SKU04,6,114
C002,SKU04,7,138
C002,SKU04,8,156
C002,SKU04,9,132
C002,SKU04,10,138
C002,SKU05,1,156
C002,SKU05,2,138
C002,SKU05,3,132
C002,SKU05,4,120
C002,SKU05,5,126
C002,SKU05,6,156
C002,SKU05,7,168
C002,SKU05,8,180
C002,SKU05,9,180
C002,SKU05,10,162
C002,SKU06,1,126
C002,SKU06,2,138
C002,SKU06,3,150
C002,SKU06,4,162
C002,SKU06,5,162
C002,SKU06,6,138
C002,SKU06,7,126
C002,SKU06,8,108
C002,SKU06,9,114
C002,SKU06,10,102
C002,SKU07,1,72
C002,SKU07,2,60
C002,SKU07,3,60
C002,SKU07,4,54
C002,SKU07,5,60
C002,SKU07,6,78
C002,SKU07,7,78
C002,SKU07,8,78
C002,SKU07,9,84
C002,SKU07,10,84
C002,SKU08,1,72
C002,SKU08,2,60
C002,SKU08,3,54
C002,SKU08,4,54
C002,SKU08,5,54
C002,SKU08,6,60
C002,SKU08,7,66
C002,SKU08,8,78
C002,SKU08,9,78
C002,SKU08,10,72
C002,SKU09,1,84
C002,SKU09,2,90
C002,SKU09,3,84
C002,SKU09,4,78
C002,SKU09,5,84
C002,SKU09,6,78
C002,SKU09,7,72
C002,SKU09,8,66
C002,SKU09,9,66
C002,SKU09,10,72
C002,SKU10,1,60
C002,SKU10,2,60
C002,SKU10,3,60
C002,SKU10,4,60
C002,SKU10,5,72
C002,SKU10,6,78
C002,SKU10,7,78
C002,SKU10,8,78
C002,SKU10,9,72
C002,SKU10,10,66
C002,SKU11,1,60
C002,SKU11,2,54
C002,SKU11,3,66
C002,SKU11,4,66
C002,SKU11,5,72
C002,SKU11,6,84
C002,SKU11,7,78
C002,SKU11,8,66
C002,SKU11,9,60
C002,SKU11,10,60
C002,SKU12,1,60
C002,SKU12,2,66
C002,SKU12,3,72
C002,SKU12,4,78
C002,SKU12,5,84
C002,SKU12,6,72
C002,SKU12,7,78
C002,SKU12,8,72
C002,SKU12,9,66
C002,SKU12,10,66
C002,SKU13,1,66
C002,SKU13,2,60
C002,SKU13,3,66
C002,SKU13,4,60
C002,SKU13,5,78
C002,SKU13,6,90
C002,SKU13,7,90
C002,SKU13,8,84
C002,SKU13,9,84
C002,SKU13,10,72
C002,SKU14,1,84
C002,SKU14,2,84
C002,SKU14,3,90
C002,SKU14,4,84
C002,SKU14,5,66
C002,SKU14,6,60
C002,SKU14,7,60
C002,SKU14,8,54
C002,SKU14,9,60
C002,SKU14,10,78
C002,SKU15,1,30
C002,SKU15,2,30
C002,SKU15,3,24
C002,SKU15,4,30
C002,SKU15,5,30
C002,SKU15,6,30
C002,SKU15,7,36
C002,SKU15,8,36
C002,SKU15,9,36
C002,SKU15,10,36
C002,SKU16,1,36
C002,SKU16,2,36
C002,SKU16,3,36
C002,SKU16,4,36
C002,SKU16,5,42
C002,SKU16,6,36
C002,SKU16,7,42
C002,SKU16,8,48
C002,SKU16,9,42
C002,SKU16,10,48
C002,SKU17,1,36
C002,SKU17,2,36
C002,SKU17,3,36
C002,SKU17,4,36
C002,SKU17,5,42
C002,SKU17,6,42
C002,SKU17,7,48
C002,SKU17,8,42
C002,SKU17,9,48
C002,SKU17,10,36
C002,SKU18,1,36
C002,SKU18,2,30
C002,SKU18,3,24
C002,SKU18,4,30
C002,SKU18,5,30
C002,SKU18,6,30
C002,SKU18,7,30
C002,SKU18,8,36
C002,SKU18,9,36
C002,SKU18,10,36
C002,SKU19,1,42
C002,SKU19,2,42
C002,SKU19,3,48
C002,SKU19,4,42
C002,SKU19,5,42
C002,SKU19,6,36
C002,SKU19,7,36
C002,SKU19,8,30
C002,SKU19,9,36
C002,SKU19,10,36
C002,SKU20,1,30
C002,SKU20,2,36
C002,SKU20,3,36
C002,SKU20,4,36
C002,SKU20,5,30
C002,SKU20,6,36
C002,SKU20,7,24
C002,SKU20,8,30
C002,SKU20,9,30
C002,SKU20,10,24
C003,SKU01,1,144
C003,SKU01,2,120
C003,SKU01,3,114
C003,SKU01,4,114
C003,SKU01,5,108
C003,SKU01,6,108
C003,SKU01,7,108
C003,SKU01,8,114
C003,SKU01,9,114
C003,SKU01,10,138
C003,SKU02,1,132
C003,SKU02,2,156
C003,SKU02,3,144
C003,SKU02,4,156
C003,SKU02,5,132
C003,SKU02,6,132
C003,SKU02,7,114
C003,SKU02,8,108
C003,SKU02,9,108
C003,SKU02,10,126
C003,SKU03,1,162
C003,SKU03,2,168
C003,SKU03,3,138
C003,SKU03,4,126
C003,SKU03,5,132
C003,SKU03,6,114
C003,SKU03,7,144
C003,SKU03,8,126
C003,SKU03,9,168
C003,SKU03,10,150
C003,SKU04,1,150
C003,SKU04,2,150
C003,SKU04,3,114
C003,SKU04,4,126
C003,SKU04,5,150
C003,SKU04,6,150
C003,SKU04,7,162
C003,SKU04,8,174
C003,SKU04,9,168
C003,SKU04,10,162
C003,SKU05,1,144
C003,SKU05,2,114
C003,SKU05,3,108
C003,SKU05,4,126
C003,SKU05,5,132
C003,SKU05,6,132
C003,SKU05,7,150
C003,SKU05,8,150
C003,SKU05,9,144
C003,SKU05,10,144
C003,SKU06,1,114
C003,SKU06,2,114
C003,SKU06,3,150
C003,SKU06,4,156
C003,SKU06,5,150
C003,SKU06,6,138
C003,SKU06,7,120
C003,SKU06,8,120
C003,SKU06,9,114
C003,SKU06,10,102
C003,SKU07,1,84
C003,SKU07,2,78
C003,SKU07,3,72
C003,SKU07,4,72
C003,SKU07,5,72
C003,SKU07,6,90
C003,SKU07,7,96
C003,SKU07,8,84
C003,SKU07,9,84
C003,SKU07,10,84
C003,SKU08,1,96
C003,SKU08,2,72
C003,SKU08,3,72
C003,SKU08,4,66
C003,SKU08,5,72
C003,SKU08,6,78
C003,SKU08,7,84
C003,SKU08,8,84
C003,SKU08,9,90
C003,SKU08,10,84
C003,SKU09,1,72
C003,SKU09,2,78
C003,SKU09,3,78
C003,SKU09,4,72
C003,SKU09,5,66
C003,SKU09,6,60
C003,SKU09,7,60
C003,SKU09,8,60
C003,SKU09,9,54
C003,SKU09,10,60
C003,SKU10,1,66
C003,SKU10,2,54
C003,SKU10,3,54
C003,SKU10,4,60
C003,SKU10,5,66
C003,SKU10,6,66
C003,SKU10,7,66
C003,SKU10,8,78
C003,SKU10,9,72
C003,SKU10,10,66
C003,SKU11,1,66
C003,SKU11,2,66
C003,SKU11,3,72
C003,SKU11,4,84
C003,SKU11,5,84
C003,SKU11,6,78
C003,SKU11,7,72
C003,SKU11,8,78
C003,SKU11,9,66
C003,SKU11,10,66
C003,SKU12,1,54
C003,SKU12,2,54
C003,SKU12,3,66
C003,SKU12,4,72
C003,SKU12,5,72
C003,SKU12,6,72
C003,SKU12,7,78
C003,SKU12,8,66
C003,SKU12,9,60
C003,SKU12,10,60
C003,SKU13,1,66
C003,SKU13,2,66
C003,SKU13,3,66
C003,SKU13,4,60
C003,SKU13,5,78
C003,SKU13,6,78
C003,SKU13,7,78
C003,SKU13,8,78
C003,SKU13,9,84
C003,SKU13,10,72
C003,SKU14,1,78
C003,SKU14,2,72
C003,SKU14,3,72
C003,SKU14,4,66
C003,SKU14,5,66
C003,SKU14,6,60
C003,SKU14,7,54
C003,SKU14,8,60
C003,SKU14,9,60
C003,SKU14,10,66
C003,SKU15,1,42
C003,SKU15,2,36
C003,SKU15,3,30
C003,SKU15,4,30
C003,SKU15,5,36
C003,SKU15,6,36
C003,SKU15,7,42
C003,SKU15,8,42
C003,SKU15,9,42
C003,SKU15,10,42
C003,SKU16,1,36
C003,SKU16,2,30
C003,SKU16,3,30
C003,SKU16,4,30
C003,SKU16,5,30
C003,SKU16,6,36
C003,SKU16,7,42
C003,SKU16,8,36
C003,SKU16,9,42
C003,SKU16,10,42
C003,SKU17,1,30
C003,SKU17,2,30
C003,SKU17,3,30
C003,SKU17,4,24
C003,SKU17,5,30
C003,SKU17,6,36
C003,SKU17,7,36
C003,SKU17,8,36
C003,SKU17,9,36
C003,SKU17,10,30
C003,SKU18,1,36
C003,SKU18,2,36
C003,SKU18,3,36
C003,SKU18,4,36
C003,SKU18,5,36
C003,SKU18,6,36
C003,SKU18,7,36
C003,SKU18,8,42
C003,SKU18,9,42
C003,SKU18,10,42
C003,SKU19,1,30
C003,SKU19,2,30
C003,SKU19,3,36
C003,SKU19,4,36
C003,SKU19,5,36
C003,SKU19,6,30
C003,SKU19,7,30
C003,SKU19,8,30
C003,SKU19,9,30
C003,SKU19,10,30
C003,SKU20,1,36
C003,SKU20,2,42
C003,SKU20,3,42
C003,SKU20,4,42
C003,SKU20,5,36
C003,SKU20,6,36
C003,SKU20,7,30
C003,SKU20,8,30
C003,SKU20,9,30
C003,SKU20,10,36
C004,SKU01,1,156
C004,SKU01,2,138
C004,SKU01,3,120
C004,SKU01,4,108
C004,SKU01,5,102
C004,SKU01,6,102
C004,SKU01,7,108
C004,SKU01,8,120
C004,SKU01,9,132
C004,SKU01,10,132
C004,SKU02,1,138
C004,SKU02,2,162
C004,SKU02,3,168
C004,SKU02,4,186
C004,SKU02,5,150
C004,SKU02,6,144
C004,SKU02,7,150
C004,SKU02,8,138
C004,SKU02,9,132
C004,SKU02,10,126
C004,SKU03,1,138
C004,SKU03,2,138
C004,SKU03,3,120
C004,SKU03,4,108
C004,SKU03,5,96
C004,SKU03,6,108
C004,SKU03,7,102
C004,SKU03,8,114
C004,SKU03,9,126
C004,SKU03,10,138
C004,SKU04,1,114
C004,SKU04,2,114
C004,SKU04,3,102
C004,SKU04,4,108
C004,SKU04,5,102
C004,SKU04,6,120
C004,SKU04,7,132
C004,SKU04,8,126
C004,SKU04,9,132
C004,SKU04,10,120
C004,SKU05,1,126
C004,SKU05,2,102
C004,SKU05,3,102
C004,SKU05,4,96
C004,SKU05,5,108
C004,SKU05,6,120
C004,SKU05,7,126
C004,SKU05,8,132
C004,SKU05,9,126
C004,SKU05,10,120
C004,SKU06,1,144
C004,SKU06,2,162
C004,SKU06,3,150
C004,SKU06,4,180
C004,SKU06,5,186
C004,SKU06,6,150
C004,SKU06,7,138
C004,SKU06,8,144
C004,SKU06,9,132
C004,SKU06,10,138
C004,SKU07,1,66
C004,SKU07,2,54
C004,SKU07,3,54
C004,SKU07,4,54
C004,SKU07,5,60
C004,SKU07,6,66
C004,SKU07,7,72
C004,SKU07,8,72
C004,SKU07,9,78
C004,SKU07,10,66
C004,SKU08,1,84
C004,SKU08,2,78
C004,SKU08,3,72
C004,SKU08,4,66
C004,SKU08,5,72
C004,SKU08,6,72
C004,SKU08,7,72
C004,SKU08,8,90
C004,SKU08,9,90
C004,SKU08,10,90
C004,SKU09,1,90
C004,SKU09,2,84
C004,SKU09,3,102
C004,SKU09,4,90
C004,SKU09,5,78
C004,SKU09,6,66
C004,SKU09,7,72
C004,SKU09,8,72
C004,SKU09,9,72
C004,SKU09,10,90
C004,SKU10,1,66
C004,SKU10,2,66
C004,SKU10,3,66
C004,SKU10,4,72
C004,SKU10,5,72
C004,SKU10,6,84
C004,SKU10,7,96
C004,SKU10,8,96
C004,SKU10,9,84
C004,SKU10,10,84
C004,SKU11,1,60
C004,SKU11,2,54
C004,SKU11,3,60
C004,SKU11,4,72
C004,SKU11,5,66
C004,SKU11,6,66
C004,SKU11,7,72
C004,SKU11,8,66
C004,SKU11,9,60
C004,SKU11,10,54
C004,SKU12,1,60
C004,SKU12,2,66
C004,SKU12,3,66
C004,SKU12,4,84
C004,SKU12,5,84
C004,SKU12,6,84
C004,SKU12,7,78
C004,SKU12,8,78
C004,SKU12,9,60
C004,SKU12,10,66
C004,SKU13,1,66
C004,SKU13,2,54
C004,SKU13,3,66
C004,SKU13,4,72
C004,SKU13,5,72
C004,SKU13,6,84
C004,SKU13,7,90
C004,SKU13,8,84
C004,SKU13,9,72
C004,SKU13,10,72
C004,SKU14,1,78
C004,SKU14,2,90
C004,SKU14,3,90
C004,SKU14,4,90
C004,SKU14,5,72
C004,SKU14,6,60
C004,SKU14,7,72
C004,SKU14,8,66
C004,SKU14,9,60
C004,SKU14,10,78
C004,SKU15,1,42
C004,SKU15,2,36
C004,SKU15,3,36
C004,SKU15,4,30
C004,SKU15,5,36
C004,SKU15,6,42
C004,SKU15,7,42
C004,SKU15,8,42
C004,SKU15,9,42
C004,SKU15,10,42
C004,SKU16,1,42
C004,SKU16,2,36
C004,SKU16,3,36
C004,SKU16,4,36
C004,SKU16,5,36
C004,SKU16,6,42
C004,SKU16,7,42
C004,SKU16,8,42
C004,SKU16,9,48
C004,SKU16,10,42
C004,SKU17,1,36
C004,SKU17,2,36
C004,SKU17,3,36
C004,SKU17,4,36
C004,SKU17,5,42
C004,SKU17,6,42
C004,SKU17,7,48
C004,SKU17,8,42
C004,SKU17,9,42
C004,SKU17,10,36
C004,SKU18,1,48
C004,SKU18,2,42
C004,SKU18,3,36
C004,SKU18,4,36
C004,SKU18,5,36
C004,SKU18,6,42
C004,SKU18,7,36
C004,SKU18,8,42
C004,SKU18,9,42
C004,SKU18,10,48
C004,SKU19,1,36
C004,SKU19,2,42
C004,SKU19,3,42
C004,SKU19,4,42
C004,SKU19,5,42
C004,SKU19,6,36
C004,SKU19,7,36
C004,SKU19,8,30
C004,SKU19,9,30
C004,SKU19,10,36
C004,SKU20,1,42
C004,SKU20,2,42
C004,SKU20,3,48
C004,SKU20,4,48
C004,SKU20,5,42
C004,SKU20,6,36
C004,SKU20,7,36
C004,SKU20,8,36
C004,SKU20,9,30
C004,SKU20,10,36
C005,SKU01,1,192
C005,SKU01,2,162
C005,SKU01,3,150
C005,SKU01,4,156
C005,SKU01,5,132
C005,SKU01,6,144
C005,SKU01,7,144
C005,SKU01,8,150
C005,SKU01,9,168
C005,SKU01,10,198
C005,SKU02,1,210
C005,SKU02,2,210
C005,SKU02,3,234
C005,SKU02,4,210
C005,SKU02,5,204
C005,SKU02,6,210
C005,SKU02,7,162
C005,SKU02,8,156
C005,SKU02,9,162
C005,SKU02,10,162
C005,SKU03,1,186
C005,SKU03,2,174
C005,SKU03,3,174
C005,SKU03,4,156
C005,SKU03,5,132
C005,SKU03,6,132
C005,SKU03,7,144
C005,SKU03,8,162
C005,SKU03,9,168
C005,SKU03,10,186
C005,SKU04,1,174
C005,SKU04,2,156
C005,SKU04,3,144
C005,SKU04,4,162
C005,SKU04,5,168
C005,SKU04,6,162
C005,SKU04,7,204
C005,SKU04,8,198
C005,SKU04,9,216
C005,SKU04,10,198
C005,SKU05,1,156
C005,SKU05,2,150
C005,SKU05,3,150
C005,SKU05,4,156
C005,SKU05,5,150
C005,SKU05,6,162
C005,SKU05,7,204
C005,SKU05,8,216
C005,SKU05,9,198
C005,SKU05,10,180
C005,SKU06,1,138
C005,SKU06,2,180
C005,SKU06,3,168
C005,SKU06,4,192
C005,SKU06,5,180
C005,SKU06,6,180
C005,SKU06,7,174
C005,SKU06,8,162
C005,SKU06,9,132
C005,SKU06,10,126
C005,SKU07,1,96
C005,SKU07,2,84
C005,SKU07,3,78
C005,SKU07,4,78
C005,SKU07,5,84
C005,SKU07,6,78
C005,SKU07,7,102
C005,SKU07,8,96
C005,SKU07,9,96
C005,SKU07,10,96
C005,SKU08,1,84
C005,SKU08,2,90
C005,SKU08,3,72
C005,SKU08,4,72
C005,SKU08,5,66
C005,SKU08,6,72
C005,SKU08,7,78
C005,SKU08,8,90
C005,SKU08,9,102
C005,SKU08,10,90
C005,SKU09,1,108
C005,SKU09,2,114
C005,SKU09,3,126
C005,SKU09,4,114
C005,SKU09,5,96
C005,SKU09,6,84
C005,SKU09,7,78
C005,SKU09,8,84
C005,SKU09,9,84
C005,SKU09,10,102
C005,SKU10,1,90
C005,SKU10,2,90
C005,SKU10,3,78
C005,SKU10,4,84
C005,SKU10,5,102
C005,SKU10,6,108
C005,SKU10,7,120
C005,SKU10,8,114
C005,SKU10,9,102
C005,SKU10,10,108
C005,SKU11,1,96
C005,SKU11,2,90
C005,SKU11,3,108
C005,SKU11,4,114
C005,SKU11,5,114
C005,SKU11,6,132
C005,SKU11,7,108
C005,SKU11,8,114
C005,SKU11,9,96
C005,SKU11,10,84
C005,SKU12,1,90
C005,SKU12,2,96
C005,SKU12,3,102
C005,SKU12,4,108
C005,SKU12,5,114
C005,SKU12,6,120
C005,SKU12,7,102
C005,SKU12,8,96
C005,SKU12,9,84
C005,SKU12,10,90
C005,SKU13,1,90
C005,SKU13,2,96
C005,SKU13,3,102
C005,SKU13,4,96
C005,SKU13,5,114
C005,SKU13,6,132
C005,SKU13,7,114
C005,SKU13,8,132
C005,SKU13,9,114
C005,SKU13,10,120
C005,SKU14,1,132
C005,SKU14,2,126
C005,SKU14,3,138
C005,SKU14,4,132
C005,SKU14,5,108
C005,SKU14,6,108
C005,SKU14,7,84
C005,SKU14,8,96
C005,SKU14,9,96
C005,SKU14,10,102
C005,SKU15,1,42
C005,SKU15,2,36
C005,SKU15,3,36
C005,SKU15,4,36
C005,SKU15,5,36
C005,SKU15,6,42
C005,SKU15,7,48
C005,SKU15,8,48
C005,SKU15,9,48
C005,SKU15,10,48
C005,SKU16,1,48
C005,SKU16,2,42
C005,SKU16,3,48
C005,SKU16,4,36
C005,SKU16,5,48
C005,SKU16,6,48
C005,SKU16,7,60
C005,SKU16,8,60
C005,SKU16,9,66
C005,SKU16,10,54
C005,SKU17,1,48
C005,SKU17,2,42
C005,SKU17,3,48
C005,SKU17,4,54
C005,SKU17,5,60
C005,SKU17,6,60
C005,SKU17,7,60
C005,SKU17,8,60
C005,SKU17,9,60
C005,SKU17,10,48
C005,SKU18,1,48
C005,SKU18,2,42
C005,SKU18,3,36
C005,SKU18,4,36
C005,SKU18,5,36
C005,SKU18,6,36
C005,SKU18,7,48
C005,SKU18,8,48
C005,SKU18,9,48
C005,SKU18,10,48
C005,SKU19,1,48
C005,SKU19,2,54
C005,SKU19,3,48
C005,SKU19,4,48
C005,SKU19,5,54
C005,SKU19,6,48
C005,SKU19,7,42
C005,SKU19,8,42
C005,SKU19,9,36
C005,SKU19,10,42
C005,SKU20,1,48
C005,SKU20,2,48
C005,SKU20,3,54
C005,SKU20,4,54
C005,SKU20,5,48
C005,SKU20,6,42
C005,SKU20,7,36
C005,SKU20,8,36
C005,SKU20,9,42
C005,SKU20,10,42
C006,SKU01,1,144
C006,SKU01,2,132
C006,SKU01,3,126
C006,SKU01,4,114
C006,SKU01,5,90
C006,SKU01,6,96
C006,SKU01,7,108
C006,SKU01,8,120
C006,SKU01,9,114
C006,SKU01,10,138
C006,SKU02,1,114
C006,SKU02,2,132
C006,SKU02,3,138
C006,SKU02,4,138
C006,SKU02,5,120
C006,SKU02,6,132
C006,SKU02,7,108
C006,SKU02,8,96
C006,SKU02,9,114
C006,SKU02,10,120
C006,SKU03,1,180
C006,SKU03,2,162
C006,SKU03,3,150
C006,SKU03,4,120
C006,SKU03,5,126
C006,SKU03,6,120
C006,SKU03,7,126
C006,SKU03,8,150
C006,SKU03,9,162
C006,SKU03,10,156
C006,SKU04,1,126
C006,SKU04,2,102
C006,SKU04,3,108
C006,SKU04,4,102
C006,SKU04,5,108
C006,SKU04,6,126
C006,SKU04,7,138
C006,SKU04,8,132
C006,SKU04,9,144
C006,SKU04,10,132
C006,SKU05,1,132
C006,SKU05,2,120
C006,SKU05,3,108
C006,SKU05,4,114
C006,SKU05,5,120
C006,SKU05,6,126
C006,SKU05,7,144
C006,SKU05,8,144
C006,SKU05,9,144
C006,SKU05,10,138
C006,SKU06,1,120
C006,SKU06,2,150
C006,SKU06,3,168
C006,SKU06,4,144
C006,SKU06,5,174
C006,SKU06,6,144
C006,SKU06,7,138
C006,SKU06,8,138
C006,SKU06,9,114
C006,SKU06,10,132
C006,SKU07,1,78
C006,SKU07,2,66
C006,SKU07,3,66
C006,SKU07,4,72
C006,SKU07,5,78
C006,SKU07,6,84
C006,SKU07,7,84
C006,SKU07,8,90
C006,SKU07,9,90
C006,SKU07,10,90
C006,SKU08,1,72
C006,SKU08,2,66
C006,SKU08,3,66
C006,SKU08,4,54
C006,SKU08,5,54
C006,SKU08,6,60
C006,SKU08,7,60
C006,SKU08,8,78
C006,SKU08,9,78
C006,SKU08,10,66
C006,SKU09,1,78
C006,SKU09,2,72
C006,SKU09,3,78
C006,SKU09,4,72
C006,SKU09,5,72
C006,SKU09,6,54
C006,SKU09,7,60
C006,SKU09,8,66
C006,SKU09,9,66
C006,SKU09,10,72
C006,SKU10,1,60
C006,SKU10,2,48
C006,SKU10,3,48
C006,SKU10,4,54
C006,SKU10,5,66
C006,SKU10,6,72
C006,SKU10,7,78
C006,SKU10,8,72
C006,SKU10,9,66
C006,SKU10,10,72
C006,SKU11,1,60
C006,SKU11,2,60
C006,SKU11,3,72
C006,SKU11,4,78
C006,SKU11,5,78
C006,SKU11,6,72
C006,SKU11,7,78
C006,SKU11,8,72
C006,SKU11,9,60
C006,SKU11,10,66
C006,SKU12,1,54
C006,SKU12,2,66
C006,SKU12,3,66
C006,SKU12,4,72
C006,SKU12,5,72
C006,SKU12,6,72
C006,SKU12,7,78
C006,SKU12,8,66
C006,SKU12,9,66
C006,SKU12,10,54
C006,SKU13,1,54
C006,SKU13,2,60
C006,SKU13,3,54
C006,SKU13,4,66
C006,SKU13,5,66
C006,SKU13,6,78
C006,SKU13,7,72
C006,SKU13,8,78
C006,SKU13,9,78
C006,SKU13,10,72
C006,SKU14,1,90
C006,SKU14,2,96
C006,SKU14,3,84
C006,SKU14,4,78
C006,SKU14,5,84
C006,SKU14,6,72
C006,SKU14,7,72
C006,SKU14,8,66
C006,SKU14,9,66
C006,SKU14,10,72
C006,SKU15,1,36
C006,SKU15,2,30
C006,SKU15,3,30
C006,SKU15,4,30
C006,SKU15,5,36
C006,SKU15,6,36
C006,SKU15,7,42
C006,SKU15,8,42
C006,SKU15,9,42
C006,SKU15,10,36
C006,SKU16,1,30
C006,SKU16,2,30
C006,SKU16,3,30
C006,SKU16,4,24
C006,SKU16,5,30
C006,SKU16,6,36
C006,SKU16,7,36
C006,SKU16,8,30
C006,SKU16,9,36
C006,SKU16,10,30
C006,SKU17,1,36
C006,SKU17,2,24
C006,SKU17,3,30
